theta_x,theta_y,h_x,h_y,nc_x,nc_y,n_steps,tau_x,tau_y,mean_n,mean_m,S_x,S_y,S_xy,I_try,I
-0.03,-0.03,0.18,0.18,3000,3000,119765590713,1.08909956840293,1.10741453357911,5553.54600653209,5553.54600653209,6.1430321457438,6.14301307175465,12.2275044220293,0.0585407954691419,0.0583221468604052
-0.03,-0.03,0.19,0.19,3000,3000,121491904361,0.992014383105116,1.02727439750201,5596.11345101606,5596.11345101606,6.13662439180011,6.13660025661081,12.2180420840562,0.0551825643546842,0.0549551389690013
-0.03,-0.03,0.1,0.1,3000,3000,103994774401,1.57204588813231,1.55186990063094,5142.48969566563,5142.48969566563,6.21101915124194,6.21099491688039,12.3159106792273,0.106103388895072,0.105741901898392
-0.03,-0.03,0.21,0.21,3000,3000,124828543043,0.886306839271419,0.867043781205431,5676.98340369657,5676.98340369657,6.12700170331579,6.12698955780495,12.2048395029385,0.0491517581822301,0.0488017843913511
-0.03,-0.03,0.22,0.22,3000,3000,126441502435,0.898715467545467,0.908887002235361,5715.46277189122,5715.46277189122,6.12211762154325,6.12210637477851,12.1979927139134,0.0462312824084066,0.0460328266029002
-0.03,-0.03,0.23,0.23,3000,3000,128022758538,0.905929234259653,0.92684488085599,5752.86105738453,5752.86105738453,6.11767526866653,6.1176497223214,12.1915701134048,0.043754877583094,0.0436184414995004
-0.03,-0.03,0.24,0.24,3000,3000,129580608287,0.852539258211725,0.837009791890626,5789.40368096418,5789.40368096418,6.11391019629194,6.11389652064692,12.186248932097,0.0415577848418174,0.0412619434147583
-0.03,-0.03,0.25,0.25,3000,3000,131109432365,0.857868936607001,0.824724020796863,5824.95692086728,5824.95692086728,6.11016883954959,6.11015983131792,12.1809264128549,0.0394022580125899,0.039464615782089
-0.03,-0.03,0.26,0.26,3000,3000,132610600891,0.783217060519066,0.838592133220107,5859.37977445273,5859.37977445273,6.10545273508789,6.10543675117341,12.1739679925057,0.0369214937556208,0.0371932492965303
-0.03,-0.03,0.27,0.27,3000,3000,134086495011,0.810381050726948,0.817320367061553,5893.23616437859,5893.23616437859,6.10296824034953,6.10296131471982,12.1704612106277,0.0354683444416359,0.0354747267999098
-0.03,-0.03,0.28,0.28,3000,3000,135547395993,0.772291795638735,0.806427379695345,5926.27115354317,5926.27115354317,6.09958005445908,6.09956093515867,12.1650045391589,0.0341364504588508,0.0338257732147245
